"articleNumber","name","brand","category","subcategory","packSizeValue","packSizeUnit","salesUnit","unitsPerSalesUnit","ingredients","dietaryTags","allergens","origin","priceCHF","priceBasis","sourceUrl","verifiedAt","verificationStatus","notes","provenance","identityProvenance","packProvenance","priceProvenance","nameConflict","packConflict","conflictFields","conflictDetails","conflictResolution","resolutionSourceUrl"
"411140","Bio Spaghetti","","rice_pasta_grains","","5","kg","package","1","","","","","","","https://www-static.transgourmet.ch/public/2022-06/kw24-bgh-natura-sortimentsbroeschuere-d.pdf","2026-08-22T13:29:24.185Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"411150","Bio Carnaroli Risottoreis","","rice_pasta_grains","","5","kg","package","1","","","","","","","https://www-static.transgourmet.ch/public/2022-06/kw24-bgh-natura-sortimentsbroeschuere-d.pdf","2026-08-22T13:29:24.185Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"411160","Bio Basmati Reis","","rice_pasta_grains","","5","kg","package","1","","","","","","","https://www-static.transgourmet.ch/public/2022-06/kw24-bgh-natura-sortimentsbroeschuere-d.pdf","2026-08-22T13:29:24.185Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"411170","Natura Bio Langkornreis Parboiled, 5 kg","Natura","rice_pasta_grains","rice_long_grain","5","kg","bag","1","","","","","","","https://www-static.transgourmet.ch/public/2022-06/kw24-bgh-natura-sortimentsbroeschuere-d.pdf","2026-08-22T13:29:24.185Z","verified_public_source","Extracted from an official public Transgourmet PDF.","merged","merged","scraped","","false","false","","","Official product page identifies the full name and a 5 kg bag.","https://web.transgourmet.ch/de/prodega-easy/catalog/article/411170"
"411180","Bio Quinoa weiss","","rice_pasta_grains","","1","kg","package","1","","","","","","","https://www-static.transgourmet.ch/public/2022-06/kw24-bgh-natura-sortimentsbroeschuere-d.pdf","2026-08-22T13:29:24.185Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"411190","Bio Quinoa schwarz","","rice_pasta_grains","","1","kg","package","1","","","","","","","https://www-static.transgourmet.ch/public/2022-06/kw24-bgh-natura-sortimentsbroeschuere-d.pdf","2026-08-22T13:29:24.185Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"411210","Bio Quinoa rot","","rice_pasta_grains","","1","kg","package","1","","","","","","","https://www-static.transgourmet.ch/public/2022-06/kw24-bgh-natura-sortimentsbroeschuere-d.pdf","2026-08-22T13:29:24.185Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"411220","Bio Quinoa tricolore","","rice_pasta_grains","","1","kg","package","1","","","","","","","https://www-static.transgourmet.ch/public/2022-06/kw24-bgh-natura-sortimentsbroeschuere-d.pdf","2026-08-22T13:29:24.185Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"411420","Bio Couscous","","rice_pasta_grains","","500","g","package","1","","","","","","","https://www-static.transgourmet.ch/public/2022-06/kw24-bgh-natura-sortimentsbroeschuere-d.pdf","2026-08-22T13:29:24.185Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"411490","Bio Haferflocken fein","","rice_pasta_grains","","500","g","package","1","","","","","","","https://www-static.transgourmet.ch/public/2022-06/kw24-bgh-natura-sortimentsbroeschuere-d.pdf","2026-08-22T13:29:24.185Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"411500","Bio Haferflocken grob","","rice_pasta_grains","","500","g","package","1","","","","","","","https://www-static.transgourmet.ch/public/2022-06/kw24-bgh-natura-sortimentsbroeschuere-d.pdf","2026-08-22T13:29:24.185Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"413040","Natura Bio Knospe Kernenmix, 1 kg","Natura","dessert_ingredients","seeds","1","kg","bag","","","","","","8.89","per_pack","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"428120","Nectaflor Blütenhonig, 2,8 kg","Nectaflor","dessert_ingredients","honey","2.8","kg","bottle","","","","","","23.5","per_pack","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"456101","Cailler Kakao Pulver, 200 g","Cailler","dessert_ingredients","cocoa_powder","200","g","pack","","","","","","5.85","per_pack","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"458620","Hellmann's Real Mayonnaise Squeeze, 8 x 430 ml","Hellmann's","sauces_condiments","mayonnaise","3440","ml","case","","","","","","34.00","per_pack","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"500870","Hugo Reitzel Silberzwiebeln, 1,1 kg","Hugo Reitzel","sauces_condiments","pickled_onions","1.1","kg","pack","","","","","","5.75","per_pack","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"507091","KitKat Sauce Dessert Schokolade","","sauces_condiments","","1","l","case","6","","","","","","","https://www-static.transgourmet.ch/public/2024-10/kw45-bgh-guide-november-d.pdf","2026-08-22T13:29:35.164Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"511000","Quality Kichererbsen, 2,55 kg","Quality","rice_pasta_grains","legumes_chickpeas","1.5","kg","can","1","","","","","","","https://web.transgourmet.ch/de/prodega-easy/catalog/article/511000","2026-08-22","official_product_verified_price_unverified","Usable/drained weight 1.5 kg; gross can weight 2.55 kg. Public page did not expose price.","seed","seed","seed","","false","false","","","",""
"561000","Kühne Burger Gurken wellig, 3,285 kg","Kühne","sauces_condiments","pickles","1.58","kg","can","1","","","","","","","https://web.transgourmet.ch/de/prodega-easy/catalog/article/561000","2026-08-22","official_product_verified_price_unverified","Usable/drained weight 1.58 kg; gross can weight 3.285 kg. Public page did not expose price.","seed","seed","seed","","false","false","","","",""
"566880","Maille Senf nach alter Art, 210 g","Maille","sauces_condiments","mustard","210","g","jar","","","","","","2.79","per_pack","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"566890","Maille Original Dijon-Senf, 215 g","Maille","sauces_condiments","mustard","215","g","jar","","","","","","2.59","per_pack","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"590107","Quality Sonnenblumenöl, 12 l","Quality","sauces_condiments","cooking_oil","12","l","case","","","","","","3.64","per_liter","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"590596","Knorr Professional Tomato Pronto Tomatensauce","","sauces_condiments","","3","kg","case","4","","","","","","","https://www-static.transgourmet.ch/public/2024-10/kw45-bgh-guide-november-d.pdf","2026-08-22T13:29:35.164Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"590943","Hero Balsamico Dressing ungekühlt 10 l","","sauces_condiments","","490","l","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-10/kw45-bgh-guide-november-d.pdf","2026-08-22T13:29:35.164Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"590944","Hero Basico Basis für Salatsaucen ungekühlt","","sauces_condiments","","10","l","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-10/kw45-bgh-guide-november-d.pdf","2026-08-22T13:29:35.164Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"590956","Hero French Dressing Omega 3 ungekühlt 10 l","","sauces_condiments","","475","l","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-10/kw45-bgh-guide-november-d.pdf","2026-08-22T13:29:35.164Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"590958","Hero French Dressing mit Kräutern ungekühlt 10 l","","sauces_condiments","","535","l","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-10/kw45-bgh-guide-november-d.pdf","2026-08-22T13:29:35.164Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"590963","Hero Italian Dressing Omega 3 ungekühlt 10 l","","sauces_condiments","","615","l","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-10/kw45-bgh-guide-november-d.pdf","2026-08-22T13:29:35.164Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"591087","Wiberg Vanille Gourmet gemahlen, mit Vanillemark, 100 g","Wiberg","dessert_ingredients","vanilla","100","g","jar","","","","","","52.0","per_pack","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"605450","Eistee","Club Mate","non_alcoholic_drinks","","330","ml","case","24","","","","","","","https://www-static.transgourmet.ch/public/2024-02/kw09-bgh-lastminute-d.pdf","2026-08-22T13:29:27.506Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"614470","Ramseier Premium Ananassaft","","non_alcoholic_drinks","","1","l","case","12","","","","","","","https://www-static.transgourmet.ch/public/2024-02/kw09-bgh-lastminute-d.pdf","2026-08-22T13:29:27.506Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"614570","Ramseier Premium Grapefruitsaft","","non_alcoholic_drinks","","1","l","case","12","","","","","","","https://www-static.transgourmet.ch/public/2024-02/kw09-bgh-lastminute-d.pdf","2026-08-22T13:29:27.506Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"614710","Ramseier Premium Orangensaft 100%","","non_alcoholic_drinks","","250","ml","case","27","","","","","","","https://www-static.transgourmet.ch/public/2024-02/kw09-bgh-lastminute-d.pdf","2026-08-22T13:29:27.506Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"614741","Ramseier Orangensaft","","non_alcoholic_drinks","","1","l","case","12","","","","","","","https://www-static.transgourmet.ch/public/2024-02/kw09-bgh-lastminute-d.pdf","2026-08-22T13:29:27.506Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"614771","Ramseier Premium Traubensaft","","non_alcoholic_drinks","","1","l","case","4","","","","","","","https://www-static.transgourmet.ch/public/2024-02/kw09-bgh-lastminute-d.pdf","2026-08-22T13:29:27.506Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"621510","San Pellegrino Mineral, 6 x 1.25 l","Sanpellegrino","non_alcoholic_drinks","mineral_water","7.5","l","case","6","","","","","0.99","per_piece","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"626960","Aquina ohne CO2, Pack zu 24 Fl. x 50 cl","Aquina","non_alcoholic_drinks","mineral_water","500","ml","case","24","","","","","0.46","per_piece","https://www-static.transgourmet.ch/public/2024-02/kw09-bgh-lastminute-d.pdf","2026-08-22T13:29:27.506Z","verified_public_source","Extracted from an official public Transgourmet PDF.","merged","merged","scraped","seed","false","false","","","Official catalogue identifies 24 x 50 cl; 12 l seed total and 500 ml x 24 normalized pack are equivalent.","https://web.transgourmet.ch/de/prodega-easy/catalog/article/626960"
"626970","Aquina mit CO2, Pack zu 24 Fl. x 50 cl","Aquina","non_alcoholic_drinks","mineral_water","500","ml","case","24","","","","","0.46","per_piece","https://www-static.transgourmet.ch/public/2024-02/kw09-bgh-lastminute-d.pdf","2026-08-22T13:29:27.506Z","verified_public_source","Extracted from an official public Transgourmet PDF.","merged","merged","scraped","seed","false","false","","","Official catalogue identifies 24 x 50 cl; 12 l seed total and 500 ml x 24 normalized pack are equivalent.","https://web.transgourmet.ch/de/prodega-easy/catalog?cHwgId=5"
"628030","quini Citron, 1,5 l","Quini","non_alcoholic_drinks","soft_drinks","1.5","l","bottle","","","","","","0.99","per_pack","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"682200","Blau Mineralwasser ohne Kohlensäure","Henniez","non_alcoholic_drinks","","1.5","l","case","6","","","","","","","https://www-static.transgourmet.ch/public/2024-02/kw09-bgh-lastminute-d.pdf","2026-08-22T13:29:27.506Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"682380","Grün Mineralwasser légère","Henniez","non_alcoholic_drinks","","1.5","l","case","6","","","","","","","https://www-static.transgourmet.ch/public/2024-02/kw09-bgh-lastminute-d.pdf","2026-08-22T13:29:27.506Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"682960","Coca-Cola Zero 6 x 1,5 l","Coca Cola","non_alcoholic_drinks","soft_drinks","9","l","case","","","","","","1.99","per_liter","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"682970","Coca-Cola Zero 4 x 6 x 33 cl","Coca-Cola","non_alcoholic_drinks","soft_drinks","330","ml","case","24","","","","","0.79","per_piece","https://www-static.transgourmet.ch/public/2024-02/kw09-bgh-lastminute-d.pdf","2026-08-22T13:29:27.506Z","verified_public_source","Extracted from an official public Transgourmet PDF.","merged","merged","scraped","seed","false","false","","","Official product page identifies 4 x 6 x 33 cl; 7.92 l seed total and 330 ml x 24 normalized pack are equivalent.","https://web.transgourmet.ch/de/prodega-easy/catalog/article/682970"
"683007","Coca-Cola 4 x 6 x 33 cl","Coca Cola","non_alcoholic_drinks","soft_drinks","7.92","l","case","24","","","","","0.79","per_piece","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"683391","Valser Prickelnd 6 x 1,5 l","Valser","non_alcoholic_drinks","mineral_water","9","l","case","","","","","","0.99","per_liter","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"683440","Coca-Cola 6 x 1,5 l","Coca Cola","non_alcoholic_drinks","soft_drinks","9","l","case","","","","","","1.99","per_liter","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"683880","Grapefruit","Pepita","non_alcoholic_drinks","","500","ml","case","24","","","","","","","https://www-static.transgourmet.ch/public/2024-02/kw09-bgh-lastminute-d.pdf","2026-08-22T13:29:27.506Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"686120","Zitrone-Schwarztee","Nestea","non_alcoholic_drinks","","500","ml","case","24","","","","","","","https://www-static.transgourmet.ch/public/2024-02/kw09-bgh-lastminute-d.pdf","2026-08-22T13:29:27.506Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"686130","Pfirsich-Schwarztee","Nestea","non_alcoholic_drinks","","500","ml","case","24","","","","","","","https://www-static.transgourmet.ch/public/2024-02/kw09-bgh-lastminute-d.pdf","2026-08-22T13:29:27.506Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"688660","Valser Still 6 x 1,5 l","Valser","non_alcoholic_drinks","mineral_water","9","l","case","6","","","","","0.99","per_piece","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"688700","Fusetea Lemon Lemongrass 24 x 50 cl","Fusetea","non_alcoholic_drinks","iced_tea","12","l","case","24","","","","","0.99","per_piece","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"688710","Fusetea Peach Hibiscus 24 x 50 cl","Fusetea","non_alcoholic_drinks","iced_tea","12","l","case","24","","","","","0.99","per_piece","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
